Winery,Wine name,Wine type,Grapes,Vintage,Region,Country,Tasting notes,Price,Tasting summary,Aromas,url
Vallarom,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2023,Vallagarina,Italy,"Light - Bold: 58.18126749999999%, Smooth - Tannic: 48.6820325%, Dry - Sweet: 18.635195%, Soft - Acidic: 32.32553%",20.63,The taste profile of Vallarom Cabernet Sauvignon is based on 23 user reviews,"{'Black Fruit': ['cassis', 'blackcurrant', 'plum', 'black cherry', 'mulberry'], 'Red Fruit': ['red currant', 'red plum', 'cranberry', 'pomegranate', 'raspberry'], 'Oak': ['tobacco', 'sandalwood', 'cedar', 'oak', 'nutmeg'], 'Earth': ['earthy', 'leather'], 'Spices': ['savory', 'licorice', 'pepper']}",https://www.vivino.com/FR/en/vallarom-cabernet-sauvignon/w/1718808?price_id=35721205&year=2023
Haras de Pirque,Hussonet Cabernet Sauvignon Gran Reserva,Red wine,100% Cabernet Sauvignon,2020,Maipo Valley,Chile,"Light - Bold: 71.97201749999999%, Smooth - Tannic: 50.174150000000004%, Dry - Sweet: 10.7279925%, Soft - Acidic: 42.68242000000001%",18.1,The taste profile of Haras de Pirque Hussonet Cabernet Sauvignon Gran Reserva is based on 1232 user reviews,"{'Oak': ['oak', 'chocolate', 'tobacco', 'cedar', 'vanilla', 'coffee', 'dark chocolate', 'baking spice', 'toffee', 'butter', 'mocha', 'cigar', 'nutmeg', 'cigar box', 'cola', 'milk chocolate', 'espresso', 'pipe tobacco', 'sandalwood', 'clove', 'caramel', 'allspice'], 'Black Fruit': ['blackcurrant', 'blackberry', 'plum', 'cassis', 'black fruit', 'dark fruit', 'blueberry', 'black cherry', 'black plum', 'jam', 'boysenberry', 'bramble', 'mulberry', 'bilberry'], 'Spices': ['pepper', 'mint', 'eucalyptus', 'licorice', 'rosemary', 'cinnamon', 'white pepper', 'sage', 'savory', 'menthol', 'thyme', 'anise', 'green peppercorn', 'dried herbs', 'juniper', 'chili pepper'], 'Earth': ['leather', 'earthy', 'smoke', 'mushroom', 'minerals', 'tar', 'pencil shavings', 'graphite', 'cocoa', 'iron', 'balsamic', 'slate', 'potting soil', 'new leather', 'petroleum', 'petrichor', 'forest floor', 'game', 'stone', 'salt', 'ash'], 'Red Fruit': ['cherry', 'red fruit', 'strawberry', 'raspberry', 'red currant', 'cranberry', 'sour cherry', 'wild strawberry'], 'Vegetal': ['bell pepper', 'grass', 'green bell pepper', 'gooseberry', 'tomato', 'straw', 'asparagus', 'celery', 'tomato leaf'], 'Floral': ['violet', 'lavender', 'hibiscus', 'perfume'], 'Microbio': ['cheese', 'yeast', 'cream', 'campfire', 'oil'], 'Non Oak': ['toast', 'almond', 'walnut', 'hazelnut', 'molasses'], 'Dried Fruit': ['prune', 'fig', 'dried fruit', 'raisin'], 'Citrus Fruit': ['marmalade', 'orange peel', 'tangerine', 'citrus', 'lemon'], 'Tree Fruit': ['peach', 'apple', 'melon'], 'Tropical Fruit': ['guava', 'tropical']}",https://www.vivino.com/FR/en/haras-de-pirque-hussonet-cabernet-sauvignon-gran-reserva/w/1567201?price_id=35481109&year=2020
Kaiken,Ultra Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Mendoza,Argentina,"Light - Bold: 67.728975%, Smooth - Tannic: 57.96391249999999%, Dry - Sweet: 12.655602500000004%, Soft - Acidic: 42.7062625%",16.95,The taste profile of Kaiken Ultra Cabernet Sauvignon is based on 1441 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'coffee', 'dark chocolate', 'mocha', 'clove', 'caramel', 'cigar box', 'baking spice', 'cigar', 'pipe tobacco', 'milk chocolate', 'nutmeg', 'espresso', 'allspice', 'sweet tobacco', 'wood smoke', 'cola', 'dill', 'coconut', 'butterscotch'], 'Black Fruit': ['blackberry', 'blueberry', 'plum', 'blackcurrant', 'black fruit', 'cassis', 'dark fruit', 'black cherry', 'jam', 'black plum', 'bramble', 'blackcurrant jam', 'mulberry', 'roasted plum', 'ripe blackberry'], 'Earth': ['leather', 'earthy', 'smoke', 'balsamic', 'mushroom', 'cocoa', 'graphite', 'grilled meat', 'minerals', 'tar', 'game', 'salt', 'tobacco leaf', 'exotic spice', 'ash', 'petroleum', 'forest floor', 'stone', 'iron', 'plastic', 'flint', 'charcoal', 'chalk', 'crushed rocks', 'pencil lead'], 'Spices': ['pepper', 'licorice', 'mint', 'eucalyptus', 'cinnamon', 'anise', 'savory', 'dried herbs', 'green herbs', 'white pepper', 'menthol', 'rosemary', 'sage', 'star anise'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit', 'strawberry', 'red currant', 'sour cherry', 'cranberry', 'morello cherry', 'ripe strawberry'], 'Dried Fruit': ['prune', 'raisin', 'dried fruit', 'dried blueberry', 'black raisin'], 'Microbio': ['cream', 'cheese', 'oil'], 'Vegetal': ['green bell pepper', 'tomato', 'grass', 'bell pepper', 'red bell pepper', 'hay', 'tomato leaf', 'bitter almond', 'roasted pepper'], 'Non Oak': ['toast', 'almond', 'chestnut', 'roasted almond', 'dried fig', 'hazelnut', 'marzipan'], 'Floral': ['violet'], 'Citrus Fruit': ['citrus']}",https://www.vivino.com/FR/en/kaiken-ultra-cabernet-sauvignon/w/71464?price_id=36600663&year=2019
Avanzi,Bragagna Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,Garda,Italy,"Light - Bold: 59.997910000000005%, Smooth - Tannic: 40.9336625%, Dry - Sweet: 8.164099999999998%, Soft - Acidic: 29.05377%",16.67,The taste profile of Avanzi Bragagna Cabernet Sauvignon is based on 25 user reviews,"{'Black Fruit': ['plum', 'jam'], 'Dried Fruit': ['fig', 'fruitcake'], 'Red Fruit': ['cherry'], 'Citrus Fruit': ['orange'], 'Oak': ['vanilla']}",https://www.vivino.com/FR/en/it-avanzi-bragagna-cabernet-sauvignon/w/1171337?price_id=29886440&year=2019
Familia Schroeder,Saurus Select Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Patagonia,Argentina,"Light - Bold: 59.2468375%, Smooth - Tannic: 49.2281775%, Dry - Sweet: 21.788325000000004%, Soft - Acidic: 46.555625%",16.33,The taste profile of Familia Schroeder Saurus Select Cabernet Sauvignon is based on 179 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'coffee', 'coconut', 'dark chocolate'], 'Black Fruit': ['blackberry', 'blackcurrant', 'black fruit', 'plum', 'cassis', 'blackberry jam'], 'Spices': ['pepper'], 'Red Fruit': ['cherry', 'dried strawberry', 'strawberry'], 'Earth': ['chalk', 'earthy', 'leather', 'cocoa', 'stone'], 'Floral': ['violet'], 'Dried Fruit': ['black raisin'], 'Tropical Fruit': ['pineapple'], 'Citrus Fruit': ['citrus'], 'Vegetal': ['chard']}",https://www.vivino.com/FR/en/familia-schroeder-saurus-select-cabernet-sauvignon/w/1510225?price_id=31489275&year=2021
Waterkloof,Circumstance Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,Stellenbosch,South Africa,"Light - Bold: 75.43726500000001%, Smooth - Tannic: 66.15228%, Dry - Sweet: 6.407540000000001%, Soft - Acidic: 64.4641%",18.5,The taste profile of Waterkloof Circumstance Cabernet Sauvignon is based on 245 user reviews,"{'Black Fruit': ['blackcurrant', 'blackberry', 'dark fruit', 'plum', 'black fruit', 'cassis', 'black cherry', 'mulberry', 'jam', 'bramble', 'blueberry', 'blackberry jam'], 'Oak': ['oak', 'clove', 'vanilla', 'tobacco', 'chocolate', 'cedar', 'cigar box', 'cigar', 'butter', 'mocha', 'toffee', 'dark chocolate', 'nutmeg'], 'Earth': ['earthy', 'smoke', 'pencil shavings', 'leather', 'mushroom', 'graphite', 'minerals', 'charcoal', 'rubber', 'game', 'cocoa', 'pencil lead', 'forest floor', 'salt'], 'Spices': ['pepper', 'eucalyptus', 'mint', 'cinnamon', 'licorice', 'bergamot', 'white pepper', 'dried herbs'], 'Red Fruit': ['red fruit', 'cherry', 'raspberry', 'red currant', 'strawberry', 'pomegranate'], 'Vegetal': ['green bell pepper', 'bell pepper', 'asparagus'], 'Dried Fruit': ['prune', 'raisin'], 'Citrus Fruit': ['mandarin orange'], 'Tree Fruit': ['green apple'], 'Floral': ['hibiscus'], 'Tropical Fruit': ['tropical']}",https://www.vivino.com/FR/en/waterkloof-circumstance-cabernet-sauvignon/w/1950420?price_id=37272833&year=2020
Domaine Bousquet,Organic Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Tupungato,Argentina,"Light - Bold: 62.306349999999995%, Smooth - Tannic: 55.160067500000004%, Dry - Sweet: 8.7108025%, Soft - Acidic: 45.6822625%",17.3,The taste profile of Domaine Bousquet Organic Cabernet Sauvignon is based on 655 user reviews,"{'Oak': ['oak', 'vanilla', 'tobacco', 'chocolate', 'dark chocolate', 'cedar', 'cola', 'coffee', 'cigar box', 'clove', 'nutmeg', 'espresso', 'baking spice'], 'Black Fruit': ['blackberry', 'plum', 'dark fruit', 'blackcurrant', 'blueberry', 'black cherry', 'black fruit', 'cassis', 'jam', 'black raspberry', 'blackberry jam', 'mulberry'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'cranberry', 'strawberry', 'pomegranate', 'sour cherry', 'red cherry', 'red currant', 'ripe strawberry'], 'Earth': ['leather', 'earthy', 'smoke', 'minerals', 'cocoa', 'chalk', 'balsamic', 'tar', 'salt', 'bacon fat', 'charcoal'], 'Spices': ['pepper', 'licorice', 'eucalyptus', 'mint', 'coriander', 'cinnamon', 'musk', 'bay leaf', 'menthol', 'anise'], 'Dried Fruit': ['raisin', 'fig', 'prune', 'dried cranberry'], 'Vegetal': ['rhubarb', 'tomato', 'bell pepper', 'green bell pepper'], 'Floral': ['violet', 'lilac', 'lily'], 'Tree Fruit': ['apple', 'peach', 'pear'], 'Microbio': ['cheese', 'cream'], 'Non Oak': ['almond', 'nutty'], 'Tropical Fruit': ['guava', 'tamarind']}",https://www.vivino.com/FR/en/domaine-bousquet-gualtallary-organic-cabernet-sauvignon/w/779027?price_id=30225578&year=2021
Château Changyu Moser XV 张裕摩塞尔十五世酒庄,White Cabernet Blanc de Noir,White wine,100% Cabernet Sauvignon,2021,Ningxia,China,"Light - Bold: 55.3022%, Dry - Sweet: 34.8076925%, Soft - Acidic: 52.074175%",18.65,The taste profile of Château Changyu Moser XV 张裕摩塞尔十五世酒庄 White Cabernet Blanc de Noir is based on 49 user reviews,"{'Tree Fruit': ['peach', 'melon', 'stone fruit', 'apricot', 'pear', 'yellow plum', 'apple'], 'Microbio': ['oil', 'cream', 'banana'], 'Red Fruit': ['strawberry', 'raspberry', 'wild strawberry', 'ripe strawberry', 'cherry cola', 'red fruit'], 'Earth': ['stone', 'minerals', 'honey'], 'Citrus Fruit': ['citrus', 'lime', 'pink grapefruit', 'orange', 'lemon'], 'Vegetal': ['tomato', 'straw', 'asparagus', 'bitter almond'], 'Tropical Fruit': ['passion fruit', 'guava'], 'Non Oak': ['marzipan'], 'Black Fruit': ['blackberry', 'plum'], 'Oak': ['cola'], 'Floral': ['chamomile']}",https://www.vivino.com/FR/en/changyu-white-cabernet-blanc-de-noir/w/5467896?price_id=32996824&year=2021
Cedar Rock,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2020,California,United States,"Light - Bold: 83.825575%, Smooth - Tannic: 52.8159075%, Dry - Sweet: 16.206815%, Soft - Acidic: 46.783525%",16.9,The taste profile of Cedar Rock Cabernet Sauvignon is based on 80 user reviews,"{'Oak': ['vanilla', 'oak', 'tobacco', 'chocolate', 'cola', 'mocha', 'cedar', 'dark chocolate', 'coconut', 'nutmeg', 'baking spice'], 'Black Fruit': ['blackberry', 'plum', 'blueberry', 'blackcurrant', 'jam', 'black fruit', 'black cherry', 'boysenberry', 'berry jam', 'cassis'], 'Spices': ['pepper', 'licorice', 'cinnamon', 'aniseed'], 'Earth': ['smoke', 'leather', 'earthy'], 'Red Fruit': ['cherry', 'raspberry', 'cherry cola'], 'Microbio': ['cream', 'campfire'], 'Citrus Fruit': ['orange', 'citrus'], 'Tree Fruit': ['peach'], 'Floral': ['violet'], 'Vegetal': ['green bell pepper'], 'Tropical Fruit': ['fruit cup']}",https://www.vivino.com/FR/en/cedar-rock-napa-valley-cabernet-sauvignon/w/2317334?price_id=35061931&year=2020
Ca' Lojera,Monte della Guardia Cabernet,Red wine,100% Cabernet Sauvignon,2020,Veneto,Italy,"Light - Bold: 63.762795%, Smooth - Tannic: 56.598977500000004%, Dry - Sweet: 18.797784999999998%, Soft - Acidic: 30.948805%",16.94,The taste profile of Ca' Lojera Monte della Guardia Cabernet is based on 19 user reviews,"{'Red Fruit': ['raspberry', 'cranberry', 'strawberry'], 'Spices': ['licorice', 'white pepper', 'anise'], 'Black Fruit': ['plum'], 'Earth': ['balsamic'], 'Oak': ['vanilla']}",https://www.vivino.com/FR/en/ca-lojera-monte-della-guardia-cabernet-veneto/w/3507026?price_id=35050126&year=2020
Arboleda,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Aconcagua Valley,Chile,"Light - Bold: 72.64747499999999%, Smooth - Tannic: 49.787549999999996%, Dry - Sweet: 9.501185000000003%, Soft - Acidic: 47.139637500000006%",16.25,The taste profile of Arboleda Cabernet Sauvignon is based on 1019 user reviews,"{'Oak': ['oak', 'vanilla', 'tobacco', 'chocolate', 'cedar', 'cigar', 'dark chocolate', 'coffee', 'butter', 'mocha', 'milk chocolate', 'coconut', 'baking spice', 'cola', 'clove', 'pipe tobacco'], 'Black Fruit': ['blackberry', 'plum', 'blackcurrant', 'black fruit', 'dark fruit', 'black cherry', 'blueberry', 'cassis', 'jam', 'black plum', 'black raspberry', 'blackberry jam', 'bilberry', 'sour plum', 'boysenberry', 'ripe blackberry', 'bramble', 'blackcurrant jam'], 'Earth': ['leather', 'earthy', 'smoke', 'mushroom', 'minerals', 'balsamic', 'cocoa', 'graphite', 'game', 'rubber', 'forest floor', 'tar', 'iron', 'charcoal', 'stone', 'tobacco leaf', 'salt', 'honey', 'underbrush'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit', 'strawberry', 'cranberry', 'sour cherry', 'red cherry', 'pomegranate', 'watermelon', 'red currant', 'bing cherry'], 'Spices': ['pepper', 'eucalyptus', 'mint', 'licorice', 'cinnamon', 'fennel', 'musk', 'dried herbs', 'anise', 'rosemary', 'vanilla bean', 'sage', 'menthol'], 'Vegetal': ['bell pepper', 'grass', 'green bell pepper', 'tomato', 'celery', 'tomato leaf', 'earl grey tea', 'gooseberry'], 'Dried Fruit': ['raisin', 'dried fruit', 'prune', 'fig'], 'Microbio': ['cheese', 'oil', 'cream', 'yeast'], 'Non Oak': ['toast', 'walnut', 'almond', 'nutty', 'maple syrup'], 'Tree Fruit': ['apple', 'stone fruit', 'peach'], 'Citrus Fruit': ['lemon', 'lemon zest'], 'Floral': ['violet'], 'Tropical Fruit': ['tropical']}",https://www.vivino.com/FR/en/arboleda-cabernet-sauvignon/w/80228?price_id=35579514&year=2021
Mojo,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,McLaren Vale,Australia,"Light - Bold: 65.1767725%, Smooth - Tannic: 51.71792500000001%, Dry - Sweet: 5.6450475%, Soft - Acidic: 52.270912499999994%",17,The taste profile of Mojo Cabernet Sauvignon is based on 115 user reviews,"{'Black Fruit': ['blackberry', 'blackcurrant', 'blueberry', 'mulberry', 'black fruit', 'plum', 'black cherry', 'dark fruit', 'cassis', 'jam', 'black plum', 'black olive'], 'Oak': ['oak', 'chocolate', 'coffee', 'nutmeg', 'tobacco', 'vanilla', 'cigar box', 'dark chocolate', 'mocha', 'cedar'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'sour cherry'], 'Earth': ['earthy', 'leather', 'tobacco leaf', 'honey', 'smoke'], 'Spices': ['mint', 'pepper', 'thyme'], 'Microbio': ['cheese', 'cream'], 'Dried Fruit': ['prune', 'raisin'], 'Vegetal': ['tomato'], 'Citrus Fruit': ['citrus'], 'Tree Fruit': ['pear'], 'Floral': ['perfume'], 'Tropical Fruit': ['bubblegum']}",https://www.vivino.com/FR/en/au-mojo-cabernet-sauvignon/w/1999867?price_id=36516016&year=2021
Navarro Correas,Colección Privada Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2021,Uco Valley,Argentina,"Light - Bold: 60.6583275%, Smooth - Tannic: 51.033424999999994%, Dry - Sweet: 10.790939999999999%, Soft - Acidic: 44.011097500000005%",17.7,The taste profile of Navarro Correas Colección Privada Cabernet Sauvignon is based on 368 user reviews,"{'Black Fruit': ['blackberry', 'plum', 'black cherry', 'black fruit', 'dark fruit', 'blackcurrant', 'cassis', 'blueberry', 'ripe blackberry', 'black plum'], 'Oak': ['oak', 'vanilla', 'chocolate', 'cedar', 'clove', 'dark chocolate', 'tobacco', 'coffee', 'caramel', 'mocha'], 'Earth': ['leather', 'stone', 'minerals', 'earthy', 'mushroom', 'balsamic', 'cocoa', 'smoke', 'honey', 'salt'], 'Red Fruit': ['cherry', 'red fruit', 'raspberry', 'strawberry', 'red cherry'], 'Spices': ['pepper', 'eucalyptus', 'oregano', 'white pepper', 'anise', 'sage'], 'Tree Fruit': ['stone fruit', 'quince', 'green apple', 'apple'], 'Microbio': ['cheese'], 'Dried Fruit': ['fig', 'raisin'], 'Non Oak': ['molasses', 'marzipan'], 'Citrus Fruit': ['orange', 'citrus'], 'Vegetal': ['tomato', 'grass'], 'Floral': ['violet']}",https://www.vivino.com/FR/en/ar-navarro-correas-coleccion-privada-cabernet-sauvignon/w/1135346?price_id=36557278&year=2021
Borgo La Torre,Cabernet Sauvignon Montecarlo,Red wine,100% Cabernet Sauvignon,2023,Montecarlo,Italy,"Light - Bold: 42.409817499999996%, Smooth - Tannic: 41.459825%, Dry - Sweet: 8.445535%, Soft - Acidic: 40.3053575%",18.5,The taste profile of Borgo La Torre Cabernet Sauvignon Montecarlo is based on 21 user reviews,"{'Oak': ['caramel', 'oak'], 'Earth': ['smoke', 'truffle'], 'Red Fruit': ['raspberry', 'red currant'], 'Spices': ['pepper']}",https://www.vivino.com/FR/en/borgo-la-torre-cabernet-sauvignon-montecarlo/w/1286048?price_id=37421761&year=2023
Domaine de Brin,Brin de Folie Rosé Doux,Dessert wine,100% Cabernet Sauvignon,2022,Gaillac,France,"Light - Bold: 67.5%, Dry - Sweet: 85%, Soft - Acidic: 50.0757575%",16.9,The taste profile of Domaine de Brin Brin de Folie Rosé Doux is based on 9 user reviews,"{'Red Fruit': ['strawberry', 'raspberry', 'red fruit', 'watermelon'], 'Vegetal': ['rhubarb'], 'Dried Fruit': ['raisin'], 'Black Fruit': ['jam']}",https://www.vivino.com/FR/en/fr-domaine-de-brin-brin-de-folie-rose-doux/w/2994051?price_id=36157579&year=2022
Haras de Pirque,Hussonet Cabernet Sauvignon Gran Reserva,Red wine,100% Cabernet Sauvignon,2019,Maipo Valley,Chile,"Light - Bold: 71.97201749999999%, Smooth - Tannic: 50.174150000000004%, Dry - Sweet: 10.7279925%, Soft - Acidic: 42.68242000000001%",16.95,The taste profile of Haras de Pirque Hussonet Cabernet Sauvignon Gran Reserva is based on 1232 user reviews,"{'Oak': ['oak', 'chocolate', 'tobacco', 'cedar', 'vanilla', 'coffee', 'dark chocolate', 'baking spice', 'toffee', 'butter', 'mocha', 'cigar', 'nutmeg', 'cigar box', 'cola', 'milk chocolate', 'espresso', 'pipe tobacco', 'sandalwood', 'clove', 'caramel', 'allspice'], 'Black Fruit': ['blackcurrant', 'blackberry', 'plum', 'cassis', 'black fruit', 'dark fruit', 'blueberry', 'black cherry', 'black plum', 'jam', 'boysenberry', 'bramble', 'mulberry', 'bilberry'], 'Spices': ['pepper', 'mint', 'eucalyptus', 'licorice', 'rosemary', 'cinnamon', 'white pepper', 'sage', 'savory', 'menthol', 'thyme', 'anise', 'green peppercorn', 'dried herbs', 'juniper', 'chili pepper'], 'Earth': ['leather', 'earthy', 'smoke', 'mushroom', 'minerals', 'tar', 'pencil shavings', 'graphite', 'cocoa', 'iron', 'balsamic', 'slate', 'potting soil', 'new leather', 'petroleum', 'petrichor', 'forest floor', 'game', 'stone', 'salt', 'ash'], 'Red Fruit': ['cherry', 'red fruit', 'strawberry', 'raspberry', 'red currant', 'cranberry', 'sour cherry', 'wild strawberry'], 'Vegetal': ['bell pepper', 'grass', 'green bell pepper', 'gooseberry', 'tomato', 'straw', 'asparagus', 'celery', 'tomato leaf'], 'Floral': ['violet', 'lavender', 'hibiscus', 'perfume'], 'Microbio': ['cheese', 'yeast', 'cream', 'campfire', 'oil'], 'Non Oak': ['toast', 'almond', 'walnut', 'hazelnut', 'molasses'], 'Dried Fruit': ['prune', 'fig', 'dried fruit', 'raisin'], 'Citrus Fruit': ['marmalade', 'orange peel', 'tangerine', 'citrus', 'lemon'], 'Tree Fruit': ['peach', 'apple', 'melon'], 'Tropical Fruit': ['guava', 'tropical']}",https://www.vivino.com/FR/en/haras-de-pirque-hussonet-cabernet-sauvignon-gran-reserva/w/1567201?price_id=35062400&year=2019
Wines from Hahn Estate,Cabernet Sauvignon,Red wine,100% Cabernet Sauvignon,2019,California,United States,"Light - Bold: 85%, Smooth - Tannic: 53.251957499999996%, Dry - Sweet: 8.446575000000001%, Soft - Acidic: 44.292562499999995%",18.45,The taste profile of Wines from Hahn Estate Cabernet Sauvignon is based on 2085 user reviews,"{'Oak': ['oak', 'vanilla', 'chocolate', 'tobacco', 'cedar', 'clove', 'dark chocolate', 'coffee', 'mocha', 'baking spice', 'cola', 'butter', 'caramel', 'coconut', 'cigar', 'toffee', 'hickory', 'pastry', 'espresso', 'fudge', 'sweet tobacco', 'dill', 'cigar box', 'sandalwood'], 'Black Fruit': ['blackberry', 'plum', 'black cherry', 'dark fruit', 'jam', 'blueberry', 'cassis', 'black fruit', 'blackcurrant', 'boysenberry', 'ripe blackberry', 'black raspberry', 'blackberry jam', 'mulberry', 'bramble'], 'Red Fruit': ['cherry', 'raspberry', 'red fruit', 'strawberry', 'red currant', 'cranberry', 'red cherry', 'pomegranate', 'cherry cola', 'sour cherry', 'watermelon', 'red plum'], 'Earth': ['smoke', 'earthy', 'leather', 'cocoa', 'minerals', 'mushroom', 'balsamic', 'truffle', 'game', 'charcoal', 'petroleum', 'tobacco leaf', 'stone', 'grilled meat', 'slate', 'plastic', 'chutney', 'tar', 'graphite', 'forest floor', 'rubber', 'honeycomb'], 'Spices': ['pepper', 'licorice', 'cinnamon', 'green herbs', 'anise', 'white pepper', 'menthol', 'vanilla bean', 'mint', 'black licorice', 'savory', 'eucalyptus', 'thyme', 'fennel', 'red licorice', 'cracked pepper', 'dried herbs'], 'Microbio': ['cheese', 'cream', 'banana', 'oil', 'campfire'], 'Floral': ['violet', 'perfume', 'iris', 'potpourri', 'hibiscus', 'lavender', 'honeysuckle'], 'Dried Fruit': ['prune', 'raisin', 'dried fruit', 'fig'], 'Non Oak': ['toast', 'almond', 'nutty', 'teriyaki', 'roasted almond', 'burnt sugar', 'spice cake'], 'Citrus Fruit': ['citrus', 'blood orange', 'tangerine', 'marmalade'], 'Vegetal': ['asparagus', 'green bell pepper', 'hay', 'tomato'], 'Tree Fruit': ['stone fruit', 'peach', 'cantaloupe', 'apple'], 'Tropical Fruit': ['tropical', 'papaya']}",https://www.vivino.com/FR/en/wines-from-hahn-estate-cabernet-sauvignon/w/1109122?price_id=35060828&year=2019
